Ourcontigname,MM.darkorange
contig113429_153346,NA
contig113439_203099_170595_14848,NA
contig113442,0.733857830096465
contig113447,NA
contig113457,NA
contig113470,NA
contig113483,NA
contig113489,0.850420858147145
contig113500,NA
contig113501_174692_88537_82393,0.857239956447611
contig113502,NA
contig113513,NA
contig113530,NA
contig113531_48719_93676,NA
contig113534,NA
contig113541_158564,NA
contig113545,NA
contig113571,NA
contig113575,NA
contig113594,NA
contig113595_145371,NA
contig113605,NA
contig113608,NA
contig113614,NA
contig113635,NA
contig113650,NA
contig113659,NA
contig113661,NA
contig113672,NA
contig113681_94438_158300,NA
contig113697,NA
contig113708,NA
contig113716,NA
contig113724,NA
contig113741_154899,NA
contig113747,NA
contig113751,NA
contig113755,NA
contig113768,NA
contig113770,NA
contig113779,NA
contig113793,NA
contig113801,NA
contig113803_11596_70976,NA
contig113809,NA
contig113815_192719,NA
contig113826,NA
contig113836,NA
contig113838,NA
contig113840_219261,NA
contig113847_26726_218706_600004,NA
contig113850_114447_150093_116982,NA
contig113857,NA
contig113881,NA
contig113892,NA
contig113897_152620_73483,NA
contig113919,NA
contig113930,NA
contig113932,NA
contig113966,NA
contig113970_147980,NA
contig113972,NA
contig113973,NA
contig113983,NA
contig113998_146736,NA
contig114000,NA
contig114025,NA
contig114046,NA
contig114048_147836,NA
contig114050,NA
contig114054,NA
contig114056,NA
contig114073,NA
contig114075,NA
contig114078,NA
contig114080,NA
contig114084,NA
contig114092,NA
contig114098,NA
contig114103,NA
contig114104_138225_145767_114347,NA
contig114108_78601_213590_70289,NA
contig114123,NA
contig114129,NA
contig114132,NA
contig114139,NA
contig114144,NA
contig114151,NA
contig114165_161201_104326,NA
contig114174,NA
contig114176,NA
contig114183_154083,NA
contig114186,NA
contig114189_58569,NA
contig114195,NA
contig114205,NA
contig114213,NA
contig114215_153807_105112,NA
contig114221_71766,NA
contig114223,NA
contig114242,NA
contig114243_106385_171054_117173,NA
contig114255,NA
contig114263,NA
contig114271_153446_165337,NA
contig114291,NA
contig114296,NA
contig114305_20925_154611,NA
contig114308,NA
contig114312,NA
contig114315,NA
contig114325,NA
contig114331,NA
contig114335,NA
contig114336_177050,NA
contig114358,NA
contig114375,NA
contig114395,NA
contig114408,NA
contig114410,NA
contig114414,NA
contig114416_193872_203924,NA
contig114417,NA
contig114418,NA
contig114420,NA
contig114421,0.508287267690706
contig114427,NA
contig114428,NA
contig114429,NA
contig114469,NA
contig114474,NA
contig114478,NA
contig114479,NA
contig114487,NA
contig114500,NA
contig114510_114936,NA
contig114564,NA
contig114577,NA
contig114599,NA
contig114603_156207_177442,NA
contig114610,NA
contig114647_108323,NA
contig114659,NA
contig114676,NA
contig114677_105595,NA
contig114683,NA
contig114686,NA
contig114705,NA
contig114719,NA
contig114732,NA
contig114751_154710_106630,NA
contig114760,NA
contig114764,NA
contig114781,NA
contig114786,NA
contig114789_20027_74280_163427,NA
contig114829_170976_600076_145434_138914,NA
contig114838,0.715763101768749
contig114840,NA
contig114844,NA
contig114874_600092,NA
contig114895,NA
contig114905,NA
contig114907_200455_193746,NA
contig114908,NA
contig114914,NA
contig114933,NA
contig114937,NA
contig114940,NA
contig114948_157467,NA
contig114949,NA
contig114952,NA
contig114958_185357,NA
contig114974,NA
contig114987,NA
contig114994,NA
contig114997,NA
contig115005,NA
contig115021,NA
contig115049,NA
contig115055,NA
contig115070,NA
contig115072,NA
contig115077,NA
contig115079,NA
contig115085,NA
contig115086_128720,NA
contig115095,NA
contig115097_170729,NA
contig115109,NA
contig115120,NA
contig115149,NA
contig115157,NA
contig115176,NA
contig115192,NA
contig115198,NA
contig115219,NA
contig115235_77144,NA
contig115246,NA
contig115248,NA
contig115262,NA
contig115263_73711_149566,NA
contig115264_171299,NA
contig115295,NA
contig11530,NA
contig115301,NA
contig115307,NA
contig115310_174354_190029_5368,NA
contig115312,NA
contig115318_182890,NA
contig115326,NA
contig115327,NA
contig115346_80814,NA
contig115347,NA
contig115359,NA
contig115383,NA
contig115404_193770,NA
contig115407,NA
contig115418,NA
contig115420_180085,NA
contig115421_205417,NA
contig115425,NA
contig115427,NA
contig115433,NA
contig115456,NA
contig115462_98979_79829,NA
contig115471,NA
contig115473,NA
contig115474,NA
contig115493_213284,NA
contig115509,NA
contig115521_115569_98294_189962,NA
contig115529,NA
contig115542_109071,NA
contig115548,NA
contig115568_155541,NA
contig11558,NA
contig115584,NA
contig115594,NA
contig115626,NA
contig115627,NA
contig115631,NA
contig11564_13390,NA
contig115662,NA
contig115663_109148_107597,NA
contig115666_188943,NA
contig115676,NA
contig115683,NA
contig115694,NA
contig115703,NA
contig115709,NA
contig115725,NA
contig115735,NA
contig115739_151941,NA
contig115741,NA
contig115748,NA
contig115757,NA
contig115770,NA
contig115772_216320,NA
contig115793,0.793909529829439
contig115799,NA
contig115809,NA
contig115817,NA
contig115821,NA
contig115829,NA
contig115831,NA
contig115837_104567_210699_133121,NA
contig115841,NA
contig115854,NA
contig115860_4992_195722_171755,NA
contig115863,NA
contig115884,NA
contig115886_211736,NA
contig115890_205214,NA
contig115900,NA
contig115904_129983,NA
contig115906_153518,NA
contig115921_205151,NA
contig115925_158606_2585,NA
contig11593,NA
contig115930,NA
contig115932_125303,0.876084738961264
contig115934,NA
contig115936,NA
contig115941_181836,NA
contig115946_99490,NA
contig115947,NA
contig11595,NA
contig115952_17350_138447,NA
contig115954_138134,NA
contig115956,NA
contig115963,NA
contig115978,NA
contig115980,NA
contig115981,NA
contig115985,NA
contig115991_204335,NA
contig116005,NA
contig116010,NA
contig116012_116319,NA
contig116017,NA
contig116021,NA
contig116033,NA
contig116054_161084,NA
contig116059,NA
contig116061,NA
contig116072_111752_120057,NA
contig116086,NA
contig116087,NA
contig116108,0.838837235788772
contig116122,NA
contig116132_118541_113957_194367_203121,NA
contig116133_218938,NA
contig116142,NA
contig116144,NA
contig116145,NA
contig116155_145370,NA
contig116159,NA
contig116169,NA
contig116181,NA
contig116184,NA
contig116186_74987_82196_137616_3212,NA
contig116188,NA
contig116240_76314,NA
contig11625,NA
contig116280,NA
contig116283,NA
contig116294,NA
contig116306,NA
contig116341,NA
contig116351,NA
contig116353_179514_177265,NA
contig116363,NA
contig116364,NA
contig116368_114604,NA
contig116375_162830,NA
contig116399,NA
contig116401,NA
contig116410,NA
contig116411,NA
contig116427,NA
contig116436,NA
contig116440,NA
contig116443,NA
contig116447,NA
contig116455,NA
contig116474,NA
contig116479_202176,NA
contig116481,NA
contig116494,NA
contig116500,NA
contig116505,NA
contig116514,NA
contig116521,NA
contig116523,NA
contig11654_10727_111639,NA
contig116547_174659,NA
contig116562,NA
contig116579,NA
contig116582_130465_132724_115037_169229,NA
contig116589_209874_146762,NA
contig116597,NA
contig116619_176701,NA
contig116627,NA
contig116630,NA
contig116671_148739,NA
contig116688,NA
contig116689,NA
contig116696,NA
contig116697,NA
contig116711_81324,NA
contig116726,NA
contig116729,0.781302515030396
contig116748,NA
contig116751,NA
contig116754,NA
contig116758,NA
contig116761_131182,NA
contig116763_157070_112659_181874,NA
contig116764,NA
contig116765_153718_220093,NA
contig116766_143889_170503_114562,NA
contig116775,NA
contig116785_154722,NA
contig116798,NA
contig116802_21164,NA
contig116804,NA
contig116839,NA
contig116855,NA
contig116864_79702,NA
contig116871,NA
contig116875_114572,NA
contig116876,NA
contig116883_138790,NA
contig116885,NA
contig116889,NA
contig116892,NA
contig116893,NA
contig116896,NA
contig116909,NA
contig116912,NA
contig116932,NA
contig116943,NA
contig116952,NA
contig116963_177674,NA
contig116964_204595,NA
contig116978,NA
contig116981_204064,NA
contig116993,NA
contig116998,NA
contig117005,NA
contig117023,NA
contig117032,NA
contig117033,NA
contig117054,NA
contig117061,NA
contig117081_77977_78164,NA
contig117093,NA
contig117098,NA
contig117107,NA
contig117134,NA
contig117148_130097,NA
contig117166,NA
contig117170,NA
contig117176,NA
contig117191,NA
contig117208,NA
contig117213_176904,NA
contig117234,NA
contig117241,NA
contig117257_96999_191666_158430,NA
contig117258_175788,NA
contig117271_117561_105039_176372,NA
contig117309_183823,NA
contig117315,NA
contig117347_138609,NA
contig117356,NA
contig117362_173235,NA
contig117389,NA
contig117403,NA
contig117421,NA
contig117452,NA
contig117453_115498,NA
contig117469,NA
contig117497,NA
contig117502,NA
contig117512,NA
contig117522,NA
contig117530,NA
contig117540,NA
contig117562_122697,NA
contig117564,NA
contig117567,NA
contig117574_147042,NA
contig117577,NA
contig117604,NA
contig117607,NA
contig117608,NA
contig117619,NA
contig117641_147671,NA
contig117642,NA
contig117643,NA
contig117653_194909,NA
contig117664,NA
contig117677,NA
contig117704,NA
contig117707,NA
contig117710,NA
contig117730,NA
contig117735_156558,NA
contig117743,NA
contig117750,NA
contig117761,NA
contig117777,NA
contig117781_119912,NA
contig117784_174974_153954,0.803125892410283
contig117786,NA
contig117803,0.905778695085467
contig117811_21550,NA
contig117817,NA
contig117837,NA
contig117838,NA
contig117845,NA
contig117862,NA
contig117878,NA
contig117881,NA
contig117897,NA
contig117924,NA
contig117937_153595,NA
contig11796_116779,NA
contig117966,NA
contig117968,NA
contig11797_155578,NA
contig117970_92676,NA
contig117974,NA
contig117987_182302,NA
contig11799_139565,NA
contig1180,NA
contig118009,NA
contig118027,NA
contig118033,NA
contig118080_180323,NA
contig118083,0.674561834341143
contig11809_79887_175727_11277,NA
contig118096,NA
contig118101,0.822854580096224
contig118114,NA
contig118122,NA
contig118127_153238_8765,NA
contig118128,NA
contig118131,NA
contig118139,NA
contig118166_170453,NA
contig118171_181308_213955,NA
contig118174_75735_178939_210656,NA
contig118190,0.793064451294317
contig118197,NA
contig118272_184814,NA
contig118297,NA
contig118309,NA
contig118321_176499_147224,NA
contig118325_76195,NA
contig118351_111179,NA
contig118354_79835_75669,NA
contig118374,NA
contig118383,NA
contig11839,NA
contig118397,NA
contig118400,NA
contig118401,NA
contig118416,NA
contig118418_106171,NA
contig118423_211153,0.78109296132892
contig118427,NA
contig118452,NA
contig118456_187141,NA
contig118470_120199_147241,NA
contig118471_124619,NA
contig118489_211997_114483,NA
contig118498_149201,NA
contig118529_6471_5807,NA
contig118532,NA
contig118537,NA
contig118540,NA
contig118565,NA
contig118568,NA
contig118571,NA
contig118573_95326,NA
contig118579_55028_77119,NA
contig118586_109330,NA
contig118594_107459_145808,NA
contig118601,NA
contig118602,NA
contig118609,NA
contig118610,NA
contig118612,NA
contig118639,NA
contig118640,NA
contig118677,NA
contig118679_181700,NA
contig118682,NA
contig118686,NA
contig118689,NA
contig118697,0.844964131875385
contig118702,NA
contig118724,NA
contig118769,NA
contig118774,NA
contig118787,0.686658980957567
contig118791,NA
contig118806_115111,NA
contig118822,NA
contig118826,NA
contig118827,NA
contig11883,NA
contig118847,NA
contig118859,NA
contig118867,NA
contig118879_68667,NA
contig118901,NA
contig118916,NA
contig118927_131474,NA
contig118947,NA
contig118951_51767_105980,NA
contig118974,NA
contig118980,NA
contig118985,NA
contig118993,NA
contig119004_77405,NA
contig119016,NA
contig119060,NA
contig119064_48372_151633,NA
contig119083,NA
contig119092,0.858436808572392
contig119094,NA
contig119096,NA
contig119099,NA
contig119111,NA
contig119121,NA
contig119128,NA
contig119142_113867,NA
contig119148,NA
contig119157_116827,NA
contig119162_178227_203170,NA
contig119174,NA
contig119184_212746,NA
contig1192,NA
contig119204,NA
contig119209,NA
contig119216,NA
contig119224_216987,NA
contig119226,NA
contig119246_210650_24711,NA
contig119259,NA
contig119277,NA
contig119308,0.779333418052596
contig119310_211061,NA
contig119318,NA
contig119334,NA
contig119343_177954,NA
contig119352,NA
contig119367,NA
contig119371,NA
contig119374,NA
contig119386,NA
contig119391,NA
contig119392_202327,NA
contig119440,NA
contig119447,NA
contig119452,NA
contig119456_214687,NA
contig119458_147044_192980,NA
contig119465_184800_82696,NA
contig119476,NA
contig119483,0.759742675349316
contig119490,NA
contig119520,NA
contig119527_511,NA
contig119548,NA
contig119555,NA
contig119577,NA
contig119592,NA
contig119596,NA
contig119603,NA
contig119618,NA
contig119620,NA
contig119630,NA
contig119638,NA
contig119644_205357,NA
contig119656,NA
contig119661,NA
contig119678_94224,NA
contig119684_205019,NA
contig119685,NA
contig119703,NA
contig119705_177253,NA
contig119714,NA
contig119731,NA
contig119771,NA
contig119782_145335,NA
contig119811,NA
contig119843_148312,NA
contig119893,NA
contig119904_185326_98564_209377_218866_171765,NA
contig11991,NA
contig119911,NA
contig119960_93993_24191_82875_210444,NA
contig120005_192066_600201,NA
contig120039_151000_150543_106550,NA
contig120045_104668,NA
contig120059,NA
contig120063,NA
contig120089,NA
contig120096,NA
contig120120,NA
contig120131,NA
contig120134_150612_177584,NA
contig120144,NA
contig120150_204045,0.909999032213932
contig120173,NA
contig120203_98163,NA
contig120212,NA
contig120213,NA
contig120215,NA
contig120221,NA
contig120224,NA
contig120226,NA
contig120238_180526_108249_181148,NA
contig120245,0.496021222495291
contig12025,NA
contig120251,0.727957377578674
contig120290_159945,NA
contig120319,NA
contig120320,NA
contig120323,NA
contig120325_106317,0.883658067185669
contig120450,NA
contig12056_188757_23127_99181,NA
contig120667,NA
contig12071,NA
contig1208_115571,NA
contig120801,NA
contig120807,0.724656895643726
contig120841,NA
contig120889,NA
contig120903,NA
contig121060,NA
contig12113,NA
contig121202,NA
contig121288,NA
contig121322_74868,NA
contig1214,NA
contig121467,0.566232374941407
contig121470,NA
contig121476,NA
contig121582,NA
contig121640,NA
contig1217_110259,NA
contig121910,NA
contig121934,NA
contig121957,NA
contig122099,NA
contig122243,NA
contig122248_184422,NA
contig122309,NA
contig12238,NA
contig122388,NA
contig122417,NA
contig122625,NA
contig122795,NA
contig122877_78028,NA
contig122943_191570_73715,NA
contig122945,NA
contig12305_185423,NA
contig12306,NA
contig123096,NA
contig123101,NA
contig12317_200306,NA
contig123229,NA
contig123587_153243,NA
contig123639_98881_208045,NA
contig123658,NA
contig123882_53124_116486,NA
contig12390,NA
contig124007,NA
contig124019,NA
contig124127,NA
contig124231,NA
contig12444_82328,NA
contig124467,NA
contig124509_114284,NA
contig124550_153083,NA
contig1246,NA
contig124663,0.606776943608933
contig124719,NA
contig12475,NA
contig12476,NA
contig124845,NA
contig124910,NA
contig124984,NA
contig125049,NA
contig125068,NA
contig125163_110779_114327_189920_147446_208200,NA
contig125183,NA
contig125208,NA
contig125225_155653_73455_111749_116867,NA
contig125300,NA
contig12538,0.713590262521872
contig125493,NA
contig125495,NA
contig125568,NA
contig125600,NA
contig125634_109572_56140,NA
contig125639,NA
contig125673,NA
contig12572,NA
contig12573,NA
contig125760,NA
contig125857,NA
contig125894,NA
contig125945,NA
contig126010,NA
contig12608,NA
contig126155,NA
contig126192,NA
contig126200,NA
contig126205,NA
contig126319_177788_179709_210400,NA
contig126338,NA
contig12639,NA
contig126418,NA
contig12642,NA
contig12648_209961,NA
contig126513,NA
contig12664_14891,NA
contig126733,NA
contig126746,0.771653202427738
contig126754_111481_178337,NA
contig12693,NA
contig126987,NA
contig127013_208265_75975_196472,NA
contig127034,NA
contig127038,NA
contig127045,NA
contig127062,NA
contig12720,NA
contig127241,NA
contig127246,NA
contig127268_127320_189707,NA
contig127269,NA
contig127276,NA
contig127373,NA
contig127400_132930,NA
contig127499,NA
contig127511,NA
contig127535,NA
contig12754,NA
contig127611,NA
contig127711_189416,NA
contig127714_144597_185151,NA
contig127735_145547,NA
contig127803,NA
contig127868,NA
contig127893,NA
contig127912,NA
contig127921,0.850014447850352
contig12801,NA
contig128015_6697,NA
contig12804,NA
contig12818,NA
contig128185,NA
contig128186,0.810182992562868
contig128196,NA
contig128240_125614_218748_82794_600211_59467,NA
contig128253_195782_185208,NA
contig128293,NA
contig128306,NA
contig128322,NA
contig128359,NA
contig128413,NA
contig128601,NA
contig12867_142623_79520_172896_150105_152164_214037,NA
contig128679,NA
contig128709,NA
contig128756,NA
contig12883,NA
contig128930,NA
contig128934_75373,NA
contig128952_83214_72824,NA
contig12896,NA
contig129121,NA
contig129151,NA
contig129162,NA
contig129165,NA
contig129229_181594,NA
contig129245,NA
contig129248_65207,NA
contig129389,NA
contig129405,NA
contig12941,NA
contig129459,NA
contig129483,NA
contig129533,NA
contig129544_108031_114095_72694_113244,NA
contig129554,NA
contig129556,NA
contig129584_175799,NA
contig12959_213906,NA
contig129647,NA
contig129733,NA
contig129751,NA
contig129771,NA
contig129787,NA
contig129818_109812_181799,NA
contig129853,NA
contig129892_182314_105087,NA
contig129929,NA
contig129993,NA
contig129999_111248,NA
contig130020,NA
contig130029_97759_111990_172225,NA
contig130047,NA
contig13009,NA
contig130098,NA
